incident_id,opened_on,site_code,site_name,region,workstream,category,severity,resolution_hours,impacted_units,impacted_orders,owner_team
INC-0000209,2025-03-20,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Staffing instability,low,21.2,15,3,Site Leadership
INC-0000210,2025-03-20,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Supplier quality,high,13.3,5,5,Operations Excellence
INC-0000211,2025-03-21,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Equipment reliability,medium,18.0,17,5,Site Leadership
INC-0000212,2025-03-21,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Process discipline,low,4.2,8,5,Site Leadership
INC-0000213,2025-03-22,ATL-01,Atlanta Fulfillment Center,North America,Inbound,Equipment reliability,low,6.8,25,5,Site Leadership
INC-0000214,2025-03-22,MEX-01,Monterrey Export Gateway,Latin America,Returns,Staffing instability,critical,22.5,8,15,Operations Excellence
INC-0000215,2025-03-22,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Process discipline,medium,13.5,29,10,Site Leadership
INC-0000216,2025-03-22,LHR-03,Milton Keynes Network Center,Europe,Returns,Supplier quality,critical,9.9,14,7,Operations Excellence
INC-0000217,2025-03-22,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Supplier quality,high,19.5,10,7,Operations Excellence
INC-0000218,2025-03-23,CHI-02,Chicago Distribution Campus,North America,Returns,Process discipline,medium,20.4,13,6,Site Leadership
INC-0000219,2025-03-23,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Supplier quality,low,26.1,6,11,Site Leadership
INC-0000220,2025-03-23,DXB-01,Dubai Regional Gateway,Middle East,Returns,Carrier exception,critical,29.5,6,11,Operations Excellence
INC-0000221,2025-03-23,SIN-01,Singapore Control Tower,Asia Pacific,Kitting,Inventory variance,low,24.2,7,8,Site Leadership
INC-0000222,2025-03-24,DXB-01,Dubai Regional Gateway,Middle East,Returns,Staffing instability,low,12.5,11,5,Site Leadership
INC-0000223,2025-03-24,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Inventory variance,critical,13.8,4,5,Operations Excellence
INC-0000224,2025-03-25,FRA-01,Frankfurt Regional Hub,Europe,Returns,Equipment reliability,low,8.9,16,4,Site Leadership
INC-0000225,2025-03-25,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Equipment reliability,low,14.8,11,10,Site Leadership
INC-0000226,2025-03-25,LHR-03,Milton Keynes Network Center,Europe,Kitting,Process discipline,low,15.9,11,4,Site Leadership
INC-0000227,2025-03-27,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Process discipline,critical,17.9,18,14,Operations Excellence
INC-0000228,2025-03-27,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Process discipline,low,4.5,33,4,Site Leadership
INC-0000229,2025-03-27,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Supplier quality,low,20.5,11,8,Site Leadership
INC-0000230,2025-03-29,MEX-01,Monterrey Export Gateway,Latin America,Returns,Process discipline,low,14.8,3,4,Site Leadership
INC-0000231,2025-03-29,DXB-01,Dubai Regional Gateway,Middle East,Returns,Staffing instability,medium,21.9,12,8,Site Leadership
INC-0000232,2025-03-30,ATL-01,Atlanta Fulfillment Center,North America,Returns,Process discipline,low,16.7,14,3,Site Leadership
INC-0000233,2025-03-30,DXB-01,Dubai Regional Gateway,Middle East,Returns,Staffing instability,medium,23.2,10,5,Site Leadership
INC-0000234,2025-03-30,SIN-01,Singapore Control Tower,Asia Pacific,Inbound,Carrier exception,low,4.1,7,4,Site Leadership
INC-0000235,2025-03-31,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Inventory variance,low,6.2,24,7,Site Leadership
INC-0000236,2025-04-01,ATL-01,Atlanta Fulfillment Center,North America,Returns,Carrier exception,low,20.6,18,4,Site Leadership
INC-0000237,2025-04-01,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Process discipline,medium,27.5,16,8,Site Leadership
INC-0000238,2025-04-01,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Staffing instability,high,7.3,11,12,Operations Excellence
INC-0000239,2025-04-02,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Equipment reliability,low,17.6,18,4,Site Leadership
INC-0000240,2025-04-02,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Staffing instability,medium,20.9,15,6,Site Leadership
INC-0000241,2025-04-03,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Process discipline,low,24.0,8,7,Site Leadership
INC-0000242,2025-04-03,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Staffing instability,medium,28.0,16,10,Site Leadership
INC-0000243,2025-04-04,CHI-02,Chicago Distribution Campus,North America,Kitting,Supplier quality,low,27.3,17,3,Site Leadership
INC-0000244,2025-04-04,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Process discipline,high,14.4,23,8,Operations Excellence
INC-0000245,2025-04-04,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Staffing instability,low,13.4,30,1,Site Leadership
INC-0000246,2025-04-05,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Carrier exception,high,12.5,17,7,Operations Excellence
INC-0000247,2025-04-06,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Supplier quality,low,22.3,12,4,Site Leadership
INC-0000248,2025-04-06,LHR-03,Milton Keynes Network Center,Europe,Returns,Equipment reliability,high,9.0,7,5,Operations Excellence
INC-0000249,2025-04-07,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Inventory variance,low,18.8,16,3,Site Leadership
INC-0000250,2025-04-07,MAD-02,Madrid Service Center,Europe,Returns,Process discipline,medium,14.8,9,8,Site Leadership
INC-0000251,2025-04-07,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Staffing instability,medium,17.6,17,3,Site Leadership
INC-0000252,2025-04-08,JHB-01,Johannesburg Service Hub,Africa,Returns,Carrier exception,critical,11.1,11,16,Operations Excellence
INC-0000253,2025-04-09,ATL-01,Atlanta Fulfillment Center,North America,Returns,Process discipline,medium,24.5,20,8,Site Leadership
INC-0000254,2025-04-09,MAD-02,Madrid Service Center,Europe,Kitting,Staffing instability,medium,4.8,12,3,Site Leadership
INC-0000255,2025-04-09,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Inventory variance,low,17.3,8,5,Site Leadership
INC-0000256,2025-04-09,DXB-01,Dubai Regional Gateway,Middle East,Returns,Staffing instability,high,9.2,5,6,Operations Excellence
INC-0000257,2025-04-09,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Process discipline,critical,10.3,18,13,Operations Excellence
INC-0000258,2025-04-09,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Supplier quality,low,27.5,11,9,Site Leadership
INC-0000259,2025-04-10,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Equipment reliability,medium,27.9,17,7,Site Leadership
INC-0000260,2025-04-11,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Equipment reliability,medium,25.4,6,8,Site Leadership
INC-0000261,2025-04-12,CHI-02,Chicago Distribution Campus,North America,Inbound,Process discipline,medium,19.0,18,6,Site Leadership
INC-0000262,2025-04-12,MAD-02,Madrid Service Center,Europe,Fulfillment,Supplier quality,low,21.6,14,9,Site Leadership
INC-0000263,2025-04-12,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Staffing instability,medium,23.2,12,6,Site Leadership
INC-0000264,2025-04-13,ATL-01,Atlanta Fulfillment Center,North America,Inbound,Equipment reliability,low,25.5,28,2,Site Leadership
INC-0000265,2025-04-13,LHR-03,Milton Keynes Network Center,Europe,Returns,Supplier quality,medium,15.2,14,9,Site Leadership
INC-0000266,2025-04-13,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Carrier exception,critical,18.8,3,14,Operations Excellence
INC-0000267,2025-04-14,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Staffing instability,low,14.4,17,3,Site Leadership
INC-0000268,2025-04-14,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Staffing instability,low,22.0,12,6,Site Leadership
INC-0000269,2025-04-15,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Equipment reliability,medium,15.9,22,4,Site Leadership
INC-0000270,2025-04-15,LHR-03,Milton Keynes Network Center,Europe,Inbound,Supplier quality,low,27.0,28,5,Site Leadership
INC-0000271,2025-04-15,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Inventory variance,low,16.1,32,3,Site Leadership
INC-0000272,2025-04-16,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Equipment reliability,critical,33.5,33,5,Operations Excellence
INC-0000273,2025-04-17,ATL-01,Atlanta Fulfillment Center,North America,Returns,Inventory variance,medium,9.3,6,6,Site Leadership
INC-0000274,2025-04-17,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Process discipline,high,11.5,6,8,Operations Excellence
INC-0000275,2025-04-17,MAD-02,Madrid Service Center,Europe,Returns,Carrier exception,low,13.3,12,2,Site Leadership
INC-0000276,2025-04-17,MAD-02,Madrid Service Center,Europe,Fulfillment,Carrier exception,medium,16.5,12,5,Site Leadership
INC-0000277,2025-04-17,LHR-03,Milton Keynes Network Center,Europe,Inbound,Supplier quality,low,8.4,22,4,Site Leadership
INC-0000278,2025-04-17,SYD-01,Sydney Service Campus,Asia Pacific,Fulfillment,Process discipline,low,26.9,17,4,Site Leadership
INC-0000279,2025-04-19,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Equipment reliability,low,8.4,13,9,Site Leadership
INC-0000280,2025-04-19,MEX-01,Monterrey Export Gateway,Latin America,Returns,Supplier quality,medium,12.5,12,7,Site Leadership
INC-0000281,2025-04-19,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Supplier quality,low,9.4,13,7,Site Leadership
INC-0000282,2025-04-19,MAD-02,Madrid Service Center,Europe,Inbound,Carrier exception,low,10.4,21,4,Site Leadership
INC-0000283,2025-04-19,JHB-01,Johannesburg Service Hub,Africa,Kitting,Equipment reliability,medium,12.1,6,9,Site Leadership
INC-0000284,2025-04-19,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Process discipline,medium,9.7,9,4,Site Leadership
INC-0000285,2025-04-20,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Carrier exception,low,15.0,17,10,Site Leadership
INC-0000286,2025-04-20,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Supplier quality,low,14.3,18,5,Site Leadership
INC-0000287,2025-04-20,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Inventory variance,high,25.5,8,5,Operations Excellence
INC-0000288,2025-04-20,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Staffing instability,low,24.3,11,5,Site Leadership
INC-0000289,2025-04-21,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Process discipline,low,8.0,13,5,Site Leadership
INC-0000290,2025-04-21,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Inventory variance,high,19.3,28,8,Operations Excellence
INC-0000291,2025-04-22,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Equipment reliability,low,18.0,13,4,Site Leadership
INC-0000292,2025-04-22,JHB-01,Johannesburg Service Hub,Africa,Returns,Inventory variance,low,9.0,7,9,Site Leadership
INC-0000293,2025-04-22,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Staffing instability,low,24.2,16,5,Site Leadership
INC-0000294,2025-04-23,CHI-02,Chicago Distribution Campus,North America,Inbound,Process discipline,critical,15.7,22,9,Operations Excellence
INC-0000295,2025-04-23,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Supplier quality,critical,12.5,16,14,Operations Excellence
INC-0000296,2025-04-23,DXB-01,Dubai Regional Gateway,Middle East,Returns,Staffing instability,low,24.4,16,4,Site Leadership
INC-0000297,2025-04-23,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Staffing instability,critical,13.2,18,14,Operations Excellence
INC-0000298,2025-04-23,JHB-01,Johannesburg Service Hub,Africa,Returns,Carrier exception,critical,30.6,3,5,Operations Excellence
INC-0000299,2025-04-24,CHI-02,Chicago Distribution Campus,North America,Inbound,Inventory variance,low,24.5,15,6,Site Leadership
INC-0000300,2025-04-24,SIN-01,Singapore Control Tower,Asia Pacific,Inbound,Staffing instability,medium,27.6,16,5,Site Leadership
INC-0000301,2025-04-25,ATL-01,Atlanta Fulfillment Center,North America,Kitting,Staffing instability,low,24.9,13,3,Site Leadership
INC-0000302,2025-04-25,CHI-02,Chicago Distribution Campus,North America,Returns,Supplier quality,low,13.0,25,4,Site Leadership
INC-0000303,2025-04-26,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Inventory variance,medium,14.8,28,9,Site Leadership
INC-0000304,2025-04-26,LHR-03,Milton Keynes Network Center,Europe,Kitting,Inventory variance,low,19.4,17,1,Site Leadership
INC-0000305,2025-04-26,JHB-01,Johannesburg Service Hub,Africa,Returns,Carrier exception,medium,4.1,12,7,Site Leadership
INC-0000306,2025-04-26,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Supplier quality,medium,26.0,15,7,Site Leadership
INC-0000307,2025-04-27,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Inventory variance,low,24.7,9,2,Site Leadership
INC-0000308,2025-04-28,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Process discipline,low,23.6,55,5,Site Leadership
INC-0000309,2025-04-28,MAD-02,Madrid Service Center,Europe,Returns,Supplier quality,critical,13.2,14,5,Operations Excellence
INC-0000310,2025-04-29,ATL-01,Atlanta Fulfillment Center,North America,Returns,Inventory variance,medium,21.8,23,3,Site Leadership
INC-0000311,2025-04-29,FRA-01,Frankfurt Regional Hub,Europe,Returns,Equipment reliability,low,10.7,19,5,Site Leadership
INC-0000312,2025-04-29,MAD-02,Madrid Service Center,Europe,Fulfillment,Staffing instability,medium,12.6,22,9,Site Leadership
INC-0000313,2025-04-30,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Supplier quality,high,20.5,29,8,Operations Excellence
INC-0000314,2025-04-30,JHB-01,Johannesburg Service Hub,Africa,Inbound,Staffing instability,low,24.8,12,4,Site Leadership
INC-0000315,2025-04-30,JHB-01,Johannesburg Service Hub,Africa,Kitting,Staffing instability,critical,34.3,5,7,Operations Excellence
INC-0000316,2025-05-01,MEX-01,Monterrey Export Gateway,Latin America,Returns,Carrier exception,medium,20.5,6,10,Site Leadership
INC-0000317,2025-05-01,FRA-01,Frankfurt Regional Hub,Europe,Fulfillment,Supplier quality,medium,10.6,27,5,Site Leadership
INC-0000318,2025-05-01,JHB-01,Johannesburg Service Hub,Africa,Inbound,Equipment reliability,medium,19.5,13,7,Site Leadership
INC-0000319,2025-05-02,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Equipment reliability,low,22.6,16,6,Site Leadership
INC-0000320,2025-05-02,MEX-01,Monterrey Export Gateway,Latin America,Returns,Inventory variance,low,10.0,7,6,Site Leadership
INC-0000321,2025-05-02,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Equipment reliability,critical,24.4,24,6,Operations Excellence
INC-0000322,2025-05-02,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Process discipline,low,7.7,12,5,Site Leadership
INC-0000323,2025-05-04,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Carrier exception,low,21.4,22,6,Site Leadership
INC-0000324,2025-05-04,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Carrier exception,critical,32.1,12,16,Operations Excellence
INC-0000325,2025-05-04,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Staffing instability,medium,9.5,7,8,Site Leadership
INC-0000326,2025-05-05,SYD-01,Sydney Service Campus,Asia Pacific,Inbound,Staffing instability,medium,5.0,18,5,Site Leadership
INC-0000327,2025-05-06,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Process discipline,low,25.9,38,8,Site Leadership
INC-0000328,2025-05-06,CHI-02,Chicago Distribution Campus,North America,Kitting,Inventory variance,critical,30.1,16,10,Operations Excellence
INC-0000329,2025-05-06,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Carrier exception,low,26.3,20,7,Site Leadership
INC-0000330,2025-05-07,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Process discipline,low,20.4,9,5,Site Leadership
INC-0000331,2025-05-07,MEX-01,Monterrey Export Gateway,Latin America,Returns,Carrier exception,medium,15.0,5,3,Site Leadership
INC-0000332,2025-05-07,JHB-01,Johannesburg Service Hub,Africa,Inbound,Inventory variance,low,13.7,7,7,Site Leadership
INC-0000333,2025-05-08,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Supplier quality,high,24.8,14,9,Operations Excellence
INC-0000334,2025-05-09,CHI-02,Chicago Distribution Campus,North America,Fulfillment,Equipment reliability,medium,18.3,34,7,Site Leadership
INC-0000335,2025-05-09,FRA-01,Frankfurt Regional Hub,Europe,Returns,Inventory variance,low,23.3,18,6,Site Leadership
INC-0000336,2025-05-09,JHB-01,Johannesburg Service Hub,Africa,Inbound,Supplier quality,low,20.6,17,4,Site Leadership
INC-0000337,2025-05-10,ATL-01,Atlanta Fulfillment Center,North America,Returns,Equipment reliability,low,10.9,7,5,Site Leadership
INC-0000338,2025-05-10,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Inventory variance,low,25.2,22,5,Site Leadership
INC-0000339,2025-05-10,JHB-01,Johannesburg Service Hub,Africa,Fulfillment,Process discipline,critical,9.0,26,12,Operations Excellence
INC-0000340,2025-05-11,JHB-01,Johannesburg Service Hub,Africa,Returns,Inventory variance,medium,14.8,9,5,Site Leadership
INC-0000341,2025-05-11,SIN-01,Singapore Control Tower,Asia Pacific,Fulfillment,Process discipline,low,15.0,17,4,Site Leadership
INC-0000342,2025-05-12,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Staffing instability,low,6.4,19,2,Site Leadership
INC-0000343,2025-05-12,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Equipment reliability,low,5.9,12,8,Site Leadership
INC-0000344,2025-05-12,DXB-01,Dubai Regional Gateway,Middle East,Fulfillment,Supplier quality,low,21.9,28,7,Site Leadership
INC-0000345,2025-05-12,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Inbound,Process discipline,medium,5.4,21,9,Site Leadership
INC-0000346,2025-05-12,SIN-01,Singapore Control Tower,Asia Pacific,Inbound,Supplier quality,low,8.5,10,8,Site Leadership
INC-0000347,2025-05-13,ATL-01,Atlanta Fulfillment Center,North America,Inbound,Process discipline,low,15.7,34,4,Site Leadership
INC-0000348,2025-05-13,DAL-03,Dallas Omni-Channel Hub,North America,Inbound,Supplier quality,medium,13.5,23,7,Site Leadership
INC-0000349,2025-05-15,FRA-01,Frankfurt Regional Hub,Europe,Inbound,Staffing instability,low,22.0,29,6,Site Leadership
INC-0000350,2025-05-15,MAD-02,Madrid Service Center,Europe,Returns,Equipment reliability,low,6.5,8,8,Site Leadership
INC-0000351,2025-05-15,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Carrier exception,medium,4.3,17,6,Site Leadership
INC-0000352,2025-05-15,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Carrier exception,low,14.2,18,7,Site Leadership
INC-0000353,2025-05-16,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Process discipline,medium,23.0,13,6,Site Leadership
INC-0000354,2025-05-16,DXB-01,Dubai Regional Gateway,Middle East,Returns,Process discipline,low,23.2,10,5,Site Leadership
INC-0000355,2025-05-17,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Equipment reliability,low,12.8,9,3,Site Leadership
INC-0000356,2025-05-17,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Carrier exception,low,11.3,14,2,Site Leadership
INC-0000357,2025-05-17,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Carrier exception,low,27.6,15,8,Site Leadership
INC-0000358,2025-05-18,FRA-01,Frankfurt Regional Hub,Europe,Kitting,Supplier quality,critical,22.5,10,5,Operations Excellence
INC-0000359,2025-05-18,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Returns,Equipment reliability,medium,8.1,17,9,Site Leadership
INC-0000360,2025-05-19,ATL-01,Atlanta Fulfillment Center,North America,Returns,Carrier exception,critical,30.9,7,6,Operations Excellence
INC-0000361,2025-05-19,CHI-02,Chicago Distribution Campus,North America,Inbound,Supplier quality,low,14.5,16,4,Site Leadership
INC-0000362,2025-05-19,CHI-02,Chicago Distribution Campus,North America,Kitting,Process discipline,low,23.0,15,7,Site Leadership
INC-0000363,2025-05-19,MAD-02,Madrid Service Center,Europe,Returns,Process discipline,low,4.1,11,5,Site Leadership
INC-0000364,2025-05-19,MAD-02,Madrid Service Center,Europe,Fulfillment,Equipment reliability,medium,17.3,27,3,Site Leadership
INC-0000365,2025-05-19,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Carrier exception,low,20.9,4,4,Site Leadership
INC-0000366,2025-05-19,DXB-01,Dubai Regional Gateway,Middle East,Returns,Equipment reliability,medium,6.6,5,6,Site Leadership
INC-0000367,2025-05-19,SIN-01,Singapore Control Tower,Asia Pacific,Inbound,Staffing instability,low,23.2,21,4,Site Leadership
INC-0000368,2025-05-20,LHR-03,Milton Keynes Network Center,Europe,Inbound,Supplier quality,critical,11.1,26,7,Operations Excellence
INC-0000369,2025-05-21,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Equipment reliability,medium,13.6,22,7,Site Leadership
INC-0000370,2025-05-23,DAL-03,Dallas Omni-Channel Hub,North America,Kitting,Inventory variance,low,7.2,19,4,Site Leadership
INC-0000371,2025-05-23,LHR-03,Milton Keynes Network Center,Europe,Fulfillment,Staffing instability,low,25.9,30,1,Site Leadership
INC-0000372,2025-05-23,SYD-01,Sydney Service Campus,Asia Pacific,Returns,Supplier quality,critical,29.1,6,17,Operations Excellence
INC-0000373,2025-05-24,DAL-03,Dallas Omni-Channel Hub,North America,Fulfillment,Carrier exception,low,23.7,37,5,Site Leadership
INC-0000374,2025-05-24,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Staffing instability,medium,27.7,23,4,Site Leadership
INC-0000375,2025-05-24,DXB-01,Dubai Regional Gateway,Middle East,Returns,Supplier quality,high,14.2,6,8,Operations Excellence
INC-0000376,2025-05-25,ATL-01,Atlanta Fulfillment Center,North America,Fulfillment,Equipment reliability,low,11.6,37,7,Site Leadership
INC-0000377,2025-05-25,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Staffing instability,low,16.8,9,5,Site Leadership
INC-0000378,2025-05-25,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Equipment reliability,low,7.7,14,6,Site Leadership
INC-0000379,2025-05-26,ATL-01,Atlanta Fulfillment Center,North America,Inbound,Inventory variance,low,20.0,12,3,Site Leadership
INC-0000380,2025-05-26,CHI-02,Chicago Distribution Campus,North America,Returns,Inventory variance,low,20.0,7,6,Site Leadership
INC-0000381,2025-05-26,MAD-02,Madrid Service Center,Europe,Fulfillment,Carrier exception,low,4.7,13,7,Site Leadership
INC-0000382,2025-05-26,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Inventory variance,medium,8.7,47,9,Site Leadership
INC-0000383,2025-05-27,CHI-02,Chicago Distribution Campus,North America,Returns,Process discipline,medium,6.7,16,8,Site Leadership
INC-0000384,2025-05-27,LHR-03,Milton Keynes Network Center,Europe,Returns,Process discipline,medium,5.7,16,9,Site Leadership
INC-0000385,2025-05-28,MAD-02,Madrid Service Center,Europe,Kitting,Carrier exception,low,12.2,9,9,Site Leadership
INC-0000386,2025-05-28,DXB-01,Dubai Regional Gateway,Middle East,Kitting,Process discipline,medium,12.6,10,7,Site Leadership
INC-0000387,2025-05-28,JHB-01,Johannesburg Service Hub,Africa,Returns,Inventory variance,critical,14.1,5,6,Operations Excellence
INC-0000388,2025-05-29,CHI-02,Chicago Distribution Campus,North America,Inbound,Staffing instability,low,24.7,29,5,Site Leadership
INC-0000389,2025-05-29,CHI-02,Chicago Distribution Campus,North America,Inbound,Inventory variance,medium,4.3,14,7,Site Leadership
INC-0000390,2025-05-29,MEX-01,Monterrey Export Gateway,Latin America,Kitting,Supplier quality,low,15.7,12,2,Site Leadership
INC-0000391,2025-05-29,DXB-01,Dubai Regional Gateway,Middle East,Returns,Carrier exception,low,25.3,10,3,Site Leadership
INC-0000392,2025-05-30,MAD-02,Madrid Service Center,Europe,Kitting,Equipment reliability,critical,26.2,13,9,Operations Excellence
INC-0000393,2025-05-30,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Carrier exception,critical,14.8,10,8,Operations Excellence
INC-0000394,2025-05-31,DAL-03,Dallas Omni-Channel Hub,North America,Returns,Supplier quality,low,23.7,7,5,Site Leadership
INC-0000395,2025-05-31,MAD-02,Madrid Service Center,Europe,Returns,Supplier quality,high,10.7,13,9,Operations Excellence
INC-0000396,2025-05-31,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Equipment reliability,critical,23.7,13,8,Operations Excellence
INC-0000397,2025-06-01,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Inventory variance,medium,4.9,34,6,Site Leadership
INC-0000398,2025-06-01,DXB-01,Dubai Regional Gateway,Middle East,Returns,Equipment reliability,medium,10.5,9,11,Site Leadership
INC-0000399,2025-06-01,JHB-01,Johannesburg Service Hub,Africa,Kitting,Equipment reliability,medium,12.1,11,4,Site Leadership
INC-0000400,2025-06-01,JHB-01,Johannesburg Service Hub,Africa,Returns,Process discipline,medium,26.8,5,7,Site Leadership
INC-0000401,2025-06-02,MAD-02,Madrid Service Center,Europe,Fulfillment,Equipment reliability,low,25.5,25,3,Site Leadership
INC-0000402,2025-06-02,SYD-01,Sydney Service Campus,Asia Pacific,Kitting,Inventory variance,medium,9.0,16,10,Site Leadership
INC-0000403,2025-06-03,CHI-02,Chicago Distribution Campus,North America,Inbound,Supplier quality,low,21.6,9,6,Site Leadership
INC-0000404,2025-06-03,MEX-01,Monterrey Export Gateway,Latin America,Inbound,Carrier exception,low,26.9,16,5,Site Leadership
INC-0000405,2025-06-03,DXB-01,Dubai Regional Gateway,Middle East,Inbound,Inventory variance,medium,15.3,12,5,Site Leadership
INC-0000406,2025-06-03,JHB-01,Johannesburg Service Hub,Africa,Inbound,Staffing instability,critical,10.9,17,11,Operations Excellence
INC-0000407,2025-06-03,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Fulfillment,Supplier quality,critical,18.6,43,6,Operations Excellence
INC-0000408,2025-06-04,CHI-02,Chicago Distribution Campus,North America,Returns,Staffing instability,critical,26.5,19,15,Operations Excellence
INC-0000409,2025-06-04,MEX-01,Monterrey Export Gateway,Latin America,Fulfillment,Process discipline,medium,10.9,26,13,Site Leadership
INC-0000410,2025-06-04,DXB-01,Dubai Regional Gateway,Middle East,Returns,Equipment reliability,medium,18.4,15,7,Site Leadership
INC-0000411,2025-06-04,JHB-01,Johannesburg Service Hub,Africa,Kitting,Supplier quality,critical,38.4,4,11,Operations Excellence
INC-0000412,2025-06-05,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Supplier quality,critical,36.0,17,9,Operations Excellence
INC-0000413,2025-06-06,MEX-01,Monterrey Export Gateway,Latin America,Returns,Supplier quality,critical,31.8,13,10,Operations Excellence
INC-0000414,2025-06-06,JHB-01,Johannesburg Service Hub,Africa,Inbound,Supplier quality,low,27.5,14,8,Site Leadership
INC-0000415,2025-06-06,BLR-01,Bengaluru Fulfillment Center,Asia Pacific,Kitting,Inventory variance,low,20.3,19,6,Site Leadership
INC-0000416,2025-06-06,SIN-01,Singapore Control Tower,Asia Pacific,Returns,Process discipline,low,26.2,8,5,Site Leadership
